Student_ID,Class,Section,Month,Monthly_Fee,Amount_Paid,Payment_Status
1369,7,B,May,2037,2037,Paid
1369,7,B,August,2037,896,Unpaid
1369,7,B,September,2037,2037,Paid
1369,7,B,October,2037,1517,Unpaid
1369,7,B,November,2037,388,Unpaid
1369,7,B,December,2037,918,Unpaid
1369,7,B,January,2037,2037,Paid
1369,7,B,February,2037,899,Unpaid
1369,7,B,March,2037,1704,Unpaid
1370,7,B,April,3945,3945,Paid
1370,7,B,May,3945,2501,Unpaid
1370,7,B,August,3945,3579,Unpaid
1370,7,B,September,3945,2659,Unpaid
1370,7,B,October,3945,223,Unpaid
1370,7,B,November,3945,3945,Paid
1370,7,B,December,3945,1889,Unpaid
1370,7,B,January,3945,7,Unpaid
1370,7,B,February,3945,3865,Unpaid
1370,7,B,March,3945,1059,Unpaid
1371,7,B,April,2528,2528,Paid
1371,7,B,May,2528,1770,Unpaid
1371,7,B,August,2528,1001,Unpaid
1371,7,B,September,2528,614,Unpaid
1371,7,B,October,2528,58,Unpaid
1371,7,B,November,2528,2528,Paid
1371,7,B,December,2528,2528,Paid
1371,7,B,January,2528,2528,Paid
1371,7,B,February,2528,2528,Paid
1371,7,B,March,2528,1232,Unpaid
1372,7,A,April,4981,1030,Unpaid
1372,7,A,May,4981,4981,Paid
1372,7,A,August,4981,2148,Unpaid
1372,7,A,September,4981,4981,Paid
1372,7,A,October,4981,887,Unpaid
1372,7,A,November,4981,1056,Unpaid
1372,7,A,December,4981,1220,Unpaid
1372,7,A,January,4981,4981,Paid
1372,7,A,February,4981,3316,Unpaid
1372,7,A,March,4981,2884,Unpaid
1373,7,A,April,2403,2403,Paid
1373,7,A,May,2403,2403,Paid
1373,7,A,August,2403,2403,Paid
1373,7,A,September,2403,2403,Paid
1373,7,A,October,2403,288,Unpaid
1373,7,A,November,2403,1862,Unpaid
1373,7,A,December,2403,1656,Unpaid
1373,7,A,January,2403,2403,Paid
1373,7,A,February,2403,1461,Unpaid
1373,7,A,March,2403,2403,Paid
1374,7,A,April,2624,1071,Unpaid
1374,7,A,May,2624,2624,Paid
1374,7,A,August,2624,2576,Unpaid
1374,7,A,September,2624,2624,Paid
1374,7,A,October,2624,62,Unpaid
1374,7,A,November,2624,815,Unpaid
1374,7,A,December,2624,2624,Paid
1374,7,A,January,2624,2624,Paid
1374,7,A,February,2624,1297,Unpaid
1374,7,A,March,2624,2624,Paid
1375,7,A,April,4783,4783,Paid
1375,7,A,May,4783,4783,Paid
1375,7,A,August,4783,1607,Unpaid
1375,7,A,September,4783,4783,Paid
1375,7,A,October,4783,4783,Paid
1375,7,A,November,4783,4783,Paid
1375,7,A,December,4783,4783,Paid
1375,7,A,January,4783,4603,Unpaid
1375,7,A,February,4783,1528,Unpaid
1375,7,A,March,4783,2776,Unpaid
1376,7,A,April,4053,4053,Paid
1376,7,A,May,4053,484,Unpaid
1376,7,A,August,4053,1853,Unpaid
1376,7,A,September,4053,4053,Paid
1376,7,A,October,4053,2862,Unpaid
1376,7,A,November,4053,4053,Paid
1376,7,A,December,4053,4053,Paid
1376,7,A,January,4053,3781,Unpaid
1376,7,A,February,4053,4053,Paid
1376,7,A,March,4053,4053,Paid
1377,7,A,April,2107,424,Unpaid
1377,7,A,May,2107,2107,Paid
1377,7,A,August,2107,1789,Unpaid
1377,7,A,September,2107,102,Unpaid
1377,7,A,October,2107,1327,Unpaid
1377,7,A,November,2107,2107,Paid
1377,7,A,December,2107,1838,Unpaid
1377,7,A,January,2107,2014,Unpaid
1377,7,A,February,2107,201,Unpaid
1377,7,A,March,2107,2107,Paid
1378,7,B,April,4712,975,Unpaid
1378,7,B,May,4712,3546,Unpaid
1378,7,B,August,4712,1067,Unpaid
1378,7,B,September,4712,4712,Paid
1378,7,B,October,4712,4712,Paid
1378,7,B,November,4712,176,Unpaid
1378,7,B,December,4712,3335,Unpaid
1378,7,B,January,4712,4712,Paid
1378,7,B,February,4712,4712,Paid
1378,7,B,March,4712,1037,Unpaid
1379,7,A,April,3136,3136,Paid
1379,7,A,May,3136,3136,Paid
1379,7,A,August,3136,3136,Paid
1379,7,A,September,3136,1690,Unpaid
1379,7,A,October,3136,3136,Paid
1379,7,A,November,3136,3136,Paid
1379,7,A,December,3136,411,Unpaid
1379,7,A,January,3136,3136,Paid
1379,7,A,February,3136,1668,Unpaid
1379,7,A,March,3136,3136,Paid
1380,7,A,April,3363,3363,Paid
1380,7,A,May,3363,3363,Paid
1380,7,A,August,3363,316,Unpaid
1380,7,A,September,3363,2870,Unpaid
1380,7,A,October,3363,1850,Unpaid
1380,7,A,November,3363,3267,Unpaid
1380,7,A,December,3363,3363,Paid
1380,7,A,January,3363,3363,Paid
1380,7,A,February,3363,2576,Unpaid
1380,7,A,March,3363,3363,Paid
1381,7,B,April,4120,4120,Paid
1381,7,B,May,4120,4120,Paid
1381,7,B,August,4120,4120,Paid
1381,7,B,September,4120,3166,Unpaid
1381,7,B,October,4120,4120,Paid
1381,7,B,November,4120,3075,Unpaid
1381,7,B,December,4120,4120,Paid
1381,7,B,January,4120,4120,Paid
1381,7,B,February,4120,3106,Unpaid
1381,7,B,March,4120,2098,Unpaid
1382,7,B,April,3760,3760,Paid
1382,7,B,May,3760,3760,Paid
1382,7,B,August,3760,1219,Unpaid
1382,7,B,September,3760,3760,Paid
1382,7,B,October,3760,2039,Unpaid
1382,7,B,November,3760,3760,Paid
1382,7,B,December,3760,3760,Paid
1382,7,B,January,3760,3760,Paid
1382,7,B,February,3760,1059,Unpaid
1382,7,B,March,3760,3760,Paid
1383,7,B,April,4612,4612,Paid
1383,7,B,May,4612,2750,Unpaid
1383,7,B,August,4612,4502,Unpaid
1383,7,B,September,4612,4612,Paid
1383,7,B,October,4612,4612,Paid
1383,7,B,November,4612,4612,Paid
1383,7,B,December,4612,4612,Paid
1383,7,B,January,4612,1221,Unpaid
1383,7,B,February,4612,4612,Paid
1383,7,B,March,4612,3544,Unpaid
1384,7,B,April,3524,1092,Unpaid
1384,7,B,May,3524,3524,Paid
1384,7,B,August,3524,255,Unpaid
1384,7,B,September,3524,703,Unpaid
1384,7,B,October,3524,3524,Paid
1384,7,B,November,3524,3524,Paid
1384,7,B,December,3524,1619,Unpaid
1384,7,B,January,3524,3524,Paid
1384,7,B,February,3524,2922,Unpaid
1384,7,B,March,3524,3524,Paid
1385,7,A,April,3343,3343,Paid
1385,7,A,May,3343,1941,Unpaid
1385,7,A,August,3343,842,Unpaid
1385,7,A,September,3343,3099,Unpaid
1385,7,A,October,3343,3343,Paid
1385,7,A,November,3343,137,Unpaid
1385,7,A,December,3343,3343,Paid
1385,7,A,January,3343,3343,Paid
1385,7,A,February,3343,1217,Unpaid
1385,7,A,March,3343,3343,Paid
1386,7,B,April,4301,425,Unpaid
1386,7,B,May,4301,4301,Paid
1386,7,B,August,4301,4301,Paid
1386,7,B,September,4301,888,Unpaid
1386,7,B,October,4301,4301,Paid
1386,7,B,November,4301,784,Unpaid
1386,7,B,December,4301,785,Unpaid
1386,7,B,January,4301,380,Unpaid
1386,7,B,February,4301,2030,Unpaid
1386,7,B,March,4301,2372,Unpaid
1387,7,B,April,3390,40,Unpaid
1387,7,B,May,3390,2911,Unpaid
1387,7,B,August,3390,3390,Paid
1387,7,B,September,3390,3390,Paid
1387,7,B,October,3390,3390,Paid
1387,7,B,November,3390,1209,Unpaid
1387,7,B,December,3390,3390,Paid
1387,7,B,January,3390,876,Unpaid
1387,7,B,February,3390,3390,Paid
1387,7,B,March,3390,3390,Paid
1388,7,A,April,3891,944,Unpaid
1388,7,A,May,3891,3891,Paid
1388,7,A,August,3891,3891,Paid
1388,7,A,September,3891,3891,Paid
1388,7,A,October,3891,254,Unpaid
1388,7,A,November,3891,133,Unpaid
1388,7,A,December,3891,881,Unpaid
1388,7,A,January,3891,3891,Paid
1388,7,A,February,3891,3891,Paid
1388,7,A,March,3891,3891,Paid
1389,7,B,April,2385,2255,Unpaid
1389,7,B,May,2385,674,Unpaid
1389,7,B,August,2385,1591,Unpaid
1389,7,B,September,2385,2385,Paid
1389,7,B,October,2385,2385,Paid
1389,7,B,November,2385,2385,Paid
1389,7,B,December,2385,2385,Paid
1389,7,B,January,2385,2385,Paid
1389,7,B,February,2385,2385,Paid
1389,7,B,March,2385,2385,Paid
1390,7,A,April,3308,3308,Paid
1390,7,A,May,3308,364,Unpaid
1390,7,A,August,3308,3308,Paid
1390,7,A,September,3308,3308,Paid
1390,7,A,October,3308,1035,Unpaid
1390,7,A,November,3308,3308,Paid
1390,7,A,December,3308,3308,Paid
1390,7,A,January,3308,3308,Paid
1390,7,A,February,3308,3308,Paid
1390,7,A,March,3308,658,Unpaid
1391,7,A,April,4794,2056,Unpaid
1391,7,A,May,4794,4794,Paid
1391,7,A,August,4794,4794,Paid
1391,7,A,September,4794,4794,Paid
1391,7,A,October,4794,1024,Unpaid
1391,7,A,November,4794,1105,Unpaid
1391,7,A,December,4794,4794,Paid
1391,7,A,January,4794,4752,Unpaid
1391,7,A,February,4794,4794,Paid
1391,7,A,March,4794,2633,Unpaid
1392,7,A,April,2978,2274,Unpaid
1392,7,A,May,2978,2978,Paid
1392,7,A,August,2978,2978,Paid
1392,7,A,September,2978,46,Unpaid
1392,7,A,October,2978,2091,Unpaid
1392,7,A,November,2978,1086,Unpaid
1392,7,A,December,2978,1430,Unpaid
1392,7,A,January,2978,2978,Paid
1392,7,A,February,2978,2978,Paid
1392,7,A,March,2978,1915,Unpaid
1393,7,A,April,2281,1616,Unpaid
1393,7,A,May,2281,2281,Paid
1393,7,A,August,2281,2281,Paid
1393,7,A,September,2281,1543,Unpaid
1393,7,A,October,2281,2281,Paid
1393,7,A,November,2281,2281,Paid
1393,7,A,December,2281,1194,Unpaid
1393,7,A,January,2281,1536,Unpaid
1393,7,A,February,2281,266,Unpaid
1393,7,A,March,2281,326,Unpaid
1394,7,B,April,3172,3172,Paid
1394,7,B,May,3172,2423,Unpaid
1394,7,B,August,3172,3172,Paid
1394,7,B,September,3172,2619,Unpaid
1394,7,B,October,3172,2799,Unpaid
1394,7,B,November,3172,165,Unpaid
1394,7,B,December,3172,3172,Paid
1394,7,B,January,3172,662,Unpaid
1394,7,B,February,3172,1122,Unpaid
1394,7,B,March,3172,554,Unpaid
1395,7,B,April,3445,3445,Paid
1395,7,B,May,3445,3445,Paid
1395,7,B,August,3445,3445,Paid
1395,7,B,September,3445,3445,Paid
1395,7,B,October,3445,3445,Paid
1395,7,B,November,3445,3445,Paid
1395,7,B,December,3445,1051,Unpaid
1395,7,B,January,3445,3445,Paid
1395,7,B,February,3445,3445,Paid
1395,7,B,March,3445,2244,Unpaid
1396,7,B,April,4248,4248,Paid
1396,7,B,May,4248,4248,Paid
1396,7,B,August,4248,4248,Paid
1396,7,B,September,4248,498,Unpaid
1396,7,B,October,4248,2947,Unpaid
1396,7,B,November,4248,3068,Unpaid
1396,7,B,December,4248,4248,Paid
1396,7,B,January,4248,4248,Paid
1396,7,B,February,4248,4248,Paid
1396,7,B,March,4248,3117,Unpaid
1397,7,B,April,4837,2431,Unpaid
1397,7,B,May,4837,4634,Unpaid
1397,7,B,August,4837,4366,Unpaid
1397,7,B,September,4837,1014,Unpaid
1397,7,B,October,4837,4837,Paid
1397,7,B,November,4837,3222,Unpaid
1397,7,B,December,4837,377,Unpaid
1397,7,B,January,4837,4347,Unpaid
1397,7,B,February,4837,4837,Paid
1397,7,B,March,4837,3078,Unpaid
1398,7,B,April,4734,3473,Unpaid
1398,7,B,May,4734,4734,Paid
1398,7,B,August,4734,4734,Paid
1398,7,B,September,4734,4734,Paid
1398,7,B,October,4734,3175,Unpaid
1398,7,B,November,4734,2909,Unpaid
1398,7,B,December,4734,94,Unpaid
1398,7,B,January,4734,3001,Unpaid
1398,7,B,February,4734,4734,Paid
1398,7,B,March,4734,2748,Unpaid
1399,7,A,April,2921,2921,Paid
1399,7,A,May,2921,987,Unpaid
1399,7,A,August,2921,1482,Unpaid
1399,7,A,September,2921,2921,Paid
1399,7,A,October,2921,2857,Unpaid
1399,7,A,November,2921,2899,Unpaid
1399,7,A,December,2921,2580,Unpaid
1399,7,A,January,2921,2921,Paid
1399,7,A,February,2921,2911,Unpaid
1399,7,A,March,2921,2921,Paid
1400,7,A,April,4951,4951,Paid
1400,7,A,May,4951,4951,Paid
1400,7,A,August,4951,4951,Paid
1400,7,A,September,4951,564,Unpaid
1400,7,A,October,4951,4951,Paid
1400,7,A,November,4951,72,Unpaid
1400,7,A,December,4951,3093,Unpaid
1400,7,A,January,4951,4951,Paid
1400,7,A,February,4951,1068,Unpaid
1400,7,A,March,4951,2733,Unpaid
1401,7,B,April,4924,2879,Unpaid
1401,7,B,May,4924,4515,Unpaid
1401,7,B,August,4924,4924,Paid
1401,7,B,September,4924,4924,Paid
1401,7,B,October,4924,2090,Unpaid
1401,7,B,November,4924,4924,Paid
1401,7,B,December,4924,2307,Unpaid
1401,7,B,January,4924,4924,Paid
1401,7,B,February,4924,612,Unpaid
1401,7,B,March,4924,1038,Unpaid
1402,7,A,April,3349,545,Unpaid
1402,7,A,May,3349,3349,Paid
1402,7,A,August,3349,3349,Paid
1402,7,A,September,3349,3349,Paid
1402,7,A,October,3349,1248,Unpaid
1402,7,A,November,3349,3349,Paid
1402,7,A,December,3349,2786,Unpaid
1402,7,A,January,3349,3349,Paid
1402,7,A,February,3349,3076,Unpaid
1402,7,A,March,3349,2758,Unpaid
1403,7,B,April,3064,3064,Paid
1403,7,B,May,3064,3064,Paid
1403,7,B,August,3064,1663,Unpaid
1403,7,B,September,3064,3064,Paid
1403,7,B,October,3064,3064,Paid
1403,7,B,November,3064,3064,Paid
1403,7,B,December,3064,2848,Unpaid
1403,7,B,January,3064,142,Unpaid
1403,7,B,February,3064,3064,Paid
1403,7,B,March,3064,3064,Paid
1404,7,B,April,2053,139,Unpaid
1404,7,B,May,2053,2053,Paid
1404,7,B,August,2053,147,Unpaid
1404,7,B,September,2053,2053,Paid
1404,7,B,October,2053,2053,Paid
1404,7,B,November,2053,1025,Unpaid
1404,7,B,December,2053,2053,Paid
1404,7,B,January,2053,2053,Paid
1404,7,B,February,2053,2053,Paid
1404,7,B,March,2053,2053,Paid
1405,7,A,April,2759,2759,Paid
1405,7,A,May,2759,1383,Unpaid
1405,7,A,August,2759,75,Unpaid
1405,7,A,September,2759,1456,Unpaid
1405,7,A,October,2759,2759,Paid
1405,7,A,November,2759,2739,Unpaid
1405,7,A,December,2759,2759,Paid
1405,7,A,January,2759,2657,Unpaid
1405,7,A,February,2759,1272,Unpaid
1405,7,A,March,2759,2475,Unpaid
1406,7,B,April,2707,1278,Unpaid
1406,7,B,May,2707,2624,Unpaid
1406,7,B,August,2707,2707,Paid
1406,7,B,September,2707,2707,Paid
1406,7,B,October,2707,2707,Paid
1406,7,B,November,2707,2707,Paid
1406,7,B,December,2707,2707,Paid
1406,7,B,January,2707,380,Unpaid
1406,7,B,February,2707,2707,Paid
1406,7,B,March,2707,324,Unpaid
1407,7,A,April,4420,4420,Paid
1407,7,A,May,4420,2619,Unpaid
1407,7,A,August,4420,2154,Unpaid
1407,7,A,September,4420,4420,Paid
1407,7,A,October,4420,4420,Paid
1407,7,A,November,4420,1069,Unpaid
1407,7,A,December,4420,4269,Unpaid
1407,7,A,January,4420,4420,Paid
1407,7,A,February,4420,4420,Paid
1407,7,A,March,4420,4420,Paid
1408,7,B,April,3152,3152,Paid
1408,7,B,May,3152,3152,Paid
1408,7,B,August,3152,3152,Paid
1408,7,B,September,3152,915,Unpaid
1408,7,B,October,3152,3152,Paid
1408,7,B,November,3152,1589,Unpaid
1408,7,B,December,3152,2339,Unpaid
1408,7,B,January,3152,3152,Paid
1408,7,B,February,3152,3152,Paid
1408,7,B,March,3152,3152,Paid
1409,7,A,April,3273,3273,Paid
1409,7,A,May,3273,2949,Unpaid
1409,7,A,August,3273,2897,Unpaid
1409,7,A,September,3273,3273,Paid
1409,7,A,October,3273,3273,Paid
1409,7,A,November,3273,6,Unpaid
1409,7,A,December,3273,974,Unpaid
1409,7,A,January,3273,3138,Unpaid
1409,7,A,February,3273,3273,Paid
1409,7,A,March,3273,3212,Unpaid
1410,7,A,April,2303,2303,Paid
1410,7,A,May,2303,2303,Paid
1410,7,A,August,2303,1102,Unpaid
1410,7,A,September,2303,304,Unpaid
1410,7,A,October,2303,2122,Unpaid
1410,7,A,November,2303,1761,Unpaid
1410,7,A,December,2303,2303,Paid
1410,7,A,January,2303,2303,Paid
1410,7,A,February,2303,306,Unpaid
1410,7,A,March,2303,1694,Unpaid
1411,7,A,April,2404,816,Unpaid
1411,7,A,May,2404,2404,Paid
1411,7,A,August,2404,2264,Unpaid
1411,7,A,September,2404,2384,Unpaid
1411,7,A,October,2404,1688,Unpaid
1411,7,A,November,2404,2380,Unpaid
1411,7,A,December,2404,2404,Paid
1411,7,A,January,2404,2404,Paid
1411,7,A,February,2404,211,Unpaid
1411,7,A,March,2404,1038,Unpaid
1412,7,A,April,3001,3001,Paid
1412,7,A,May,3001,1722,Unpaid
1412,7,A,August,3001,1200,Unpaid
1412,7,A,September,3001,66,Unpaid
1412,7,A,October,3001,3001,Paid
1412,7,A,November,3001,1454,Unpaid
1412,7,A,December,3001,3001,Paid
1412,7,A,January,3001,3001,Paid
1412,7,A,February,3001,3001,Paid
1412,7,A,March,3001,1264,Unpaid
1413,7,B,April,4847,3510,Unpaid
1413,7,B,May,4847,4847,Paid
1413,7,B,August,4847,4847,Paid
1413,7,B,September,4847,4847,Paid
1413,7,B,October,4847,4847,Paid
1413,7,B,November,4847,4847,Paid
1413,7,B,December,4847,3151,Unpaid
1413,7,B,January,4847,135,Unpaid
1413,7,B,February,4847,4287,Unpaid
1413,7,B,March,4847,4847,Paid
1414,7,B,April,2354,2214,Unpaid
1414,7,B,May,2354,1240,Unpaid
1414,7,B,August,2354,2354,Paid
1414,7,B,September,2354,2354,Paid
1414,7,B,October,2354,1598,Unpaid
1414,7,B,November,2354,2354,Paid
1414,7,B,December,2354,2354,Paid
1414,7,B,January,2354,1188,Unpaid
1414,7,B,February,2354,2354,Paid
1414,7,B,March,2354,1931,Unpaid
1415,7,A,April,4228,4228,Paid
1415,7,A,May,4228,1743,Unpaid
1415,7,A,August,4228,1665,Unpaid
1415,7,A,September,4228,1528,Unpaid
1415,7,A,October,4228,1874,Unpaid
1415,7,A,November,4228,1644,Unpaid
1415,7,A,December,4228,4228,Paid
1415,7,A,January,4228,3969,Unpaid
1415,7,A,February,4228,4228,Paid
1415,7,A,March,4228,3040,Unpaid
1416,7,B,April,3607,3607,Paid
1416,7,B,May,3607,3607,Paid
1416,7,B,August,3607,3607,Paid
1416,7,B,September,3607,3607,Paid
1416,7,B,October,3607,3607,Paid
1416,7,B,November,3607,3607,Paid
1416,7,B,December,3607,1634,Unpaid
1416,7,B,January,3607,3607,Paid
1416,7,B,February,3607,3607,Paid
1416,7,B,March,3607,840,Unpaid
1417,7,B,April,3107,450,Unpaid
1417,7,B,May,3107,1091,Unpaid
1417,7,B,August,3107,1202,Unpaid
1417,7,B,September,3107,2492,Unpaid
1417,7,B,October,3107,3107,Paid
1417,7,B,November,3107,3107,Paid
1417,7,B,December,3107,129,Unpaid
1417,7,B,January,3107,198,Unpaid
1417,7,B,February,3107,2959,Unpaid
1417,7,B,March,3107,3107,Paid
1418,7,B,April,4155,4155,Paid
1418,7,B,May,4155,3820,Unpaid
1418,7,B,August,4155,4155,Paid
1418,7,B,September,4155,3200,Unpaid
1418,7,B,October,4155,4155,Paid
1418,7,B,November,4155,3149,Unpaid
1418,7,B,December,4155,4155,Paid
1418,7,B,January,4155,2083,Unpaid
1418,7,B,February,4155,4155,Paid
1418,7,B,March,4155,2235,Unpaid
1419,7,A,April,2101,202,Unpaid
1419,7,A,May,2101,979,Unpaid
1419,7,A,August,2101,599,Unpaid
1419,7,A,September,2101,2101,Paid
1419,7,A,October,2101,2101,Paid
1419,7,A,November,2101,362,Unpaid
1419,7,A,December,2101,661,Unpaid
1419,7,A,January,2101,2101,Paid
1419,7,A,February,2101,2101,Paid
1419,7,A,March,2101,2101,Paid
1420,7,A,April,3475,3475,Paid
1420,7,A,May,3475,3193,Unpaid
1420,7,A,August,3475,1439,Unpaid
1420,7,A,September,3475,3475,Paid
1420,7,A,October,3475,2617,Unpaid
1420,7,A,November,3475,1775,Unpaid
1420,7,A,December,3475,845,Unpaid
1420,7,A,January,3475,2368,Unpaid
1420,7,A,February,3475,3475,Paid
1420,7,A,March,3475,3475,Paid
1421,7,A,April,2076,1812,Unpaid
1421,7,A,May,2076,1189,Unpaid
1421,7,A,August,2076,2076,Paid
1421,7,A,September,2076,1571,Unpaid
1421,7,A,October,2076,1688,Unpaid
1421,7,A,November,2076,493,Unpaid
1421,7,A,December,2076,1763,Unpaid
1421,7,A,January,2076,1037,Unpaid
1421,7,A,February,2076,1738,Unpaid
1421,7,A,March,2076,1938,Unpaid
1422,7,B,April,3768,3768,Paid
1422,7,B,May,3768,2874,Unpaid
1422,7,B,August,3768,3768,Paid
1422,7,B,September,3768,3048,Unpaid
1422,7,B,October,3768,991,Unpaid
1422,7,B,November,3768,1004,Unpaid
1422,7,B,December,3768,3768,Paid
1422,7,B,January,3768,3768,Paid
1422,7,B,February,3768,3768,Paid
1422,7,B,March,3768,316,Unpaid
1423,7,B,April,4212,4212,Paid
1423,7,B,May,4212,4212,Paid
1423,7,B,August,4212,4212,Paid
1423,7,B,September,4212,2410,Unpaid
1423,7,B,October,4212,3059,Unpaid
1423,7,B,November,4212,932,Unpaid
1423,7,B,December,4212,4212,Paid
1423,7,B,January,4212,446,Unpaid
1423,7,B,February,4212,4212,Paid
1423,7,B,March,4212,4212,Paid
1424,7,B,April,2515,1293,Unpaid
1424,7,B,May,2515,405,Unpaid
1424,7,B,August,2515,890,Unpaid
1424,7,B,September,2515,2515,Paid
1424,7,B,October,2515,1515,Unpaid
1424,7,B,November,2515,1743,Unpaid
1424,7,B,December,2515,687,Unpaid
1424,7,B,January,2515,1482,Unpaid
1424,7,B,February,2515,2515,Paid
1424,7,B,March,2515,2302,Unpaid
1425,7,A,April,3173,3173,Paid
1425,7,A,May,3173,1369,Unpaid
1425,7,A,August,3173,3173,Paid
1425,7,A,September,3173,2905,Unpaid
1425,7,A,October,3173,3173,Paid
1425,7,A,November,3173,545,Unpaid
1425,7,A,December,3173,3173,Paid
1425,7,A,January,3173,3173,Paid
1425,7,A,February,3173,3173,Paid
1425,7,A,March,3173,967,Unpaid
1426,7,B,April,2195,2195,Paid
1426,7,B,May,2195,389,Unpaid
1426,7,B,August,2195,2195,Paid
1426,7,B,September,2195,2195,Paid
1426,7,B,October,2195,2195,Paid
1426,7,B,November,2195,2195,Paid
1426,7,B,December,2195,1746,Unpaid
1426,7,B,January,2195,2195,Paid
1426,7,B,February,2195,1746,Unpaid
1426,7,B,March,2195,2195,Paid
1427,7,B,April,2082,2082,Paid
1427,7,B,May,2082,2082,Paid
1427,7,B,August,2082,2082,Paid
1427,7,B,September,2082,2082,Paid
1427,7,B,October,2082,2082,Paid
1427,7,B,November,2082,108,Unpaid
1427,7,B,December,2082,2082,Paid
1427,7,B,January,2082,9,Unpaid
1427,7,B,February,2082,1383,Unpaid
1427,7,B,March,2082,1845,Unpaid
1428,7,A,April,2845,1206,Unpaid
1428,7,A,May,2845,2845,Paid
1428,7,A,August,2845,2845,Paid
1428,7,A,September,2845,1859,Unpaid
1428,7,A,October,2845,2845,Paid
1428,7,A,November,2845,340,Unpaid
1428,7,A,December,2845,2845,Paid
1428,7,A,January,2845,1702,Unpaid
1428,7,A,February,2845,2845,Paid
1428,7,A,March,2845,2845,Paid
1429,7,A,April,4066,951,Unpaid
1429,7,A,May,4066,269,Unpaid
1429,7,A,August,4066,2684,Unpaid
1429,7,A,September,4066,4066,Paid
1429,7,A,October,4066,2845,Unpaid
1429,7,A,November,4066,4066,Paid
1429,7,A,December,4066,1443,Unpaid
1429,7,A,January,4066,2110,Unpaid
1429,7,A,February,4066,2948,Unpaid
1429,7,A,March,4066,4066,Paid
1430,8,B,April,4318,1511,Unpaid
1430,8,B,May,4318,4318,Paid
1430,8,B,August,4318,2866,Unpaid
1430,8,B,September,4318,3024,Unpaid
1430,8,B,October,4318,2033,Unpaid
1430,8,B,November,4318,2888,Unpaid
1430,8,B,December,4318,4318,Paid
1430,8,B,January,4318,3717,Unpaid
1430,8,B,February,4318,1322,Unpaid
1430,8,B,March,4318,4318,Paid
1431,8,B,April,2679,1214,Unpaid
1431,8,B,May,2679,2679,Paid
1431,8,B,August,2679,2679,Paid
1431,8,B,September,2679,2679,Paid
1431,8,B,October,2679,2661,Unpaid
1431,8,B,November,2679,156,Unpaid
1431,8,B,December,2679,2679,Paid
1431,8,B,January,2679,2679,Paid
1431,8,B,February,2679,799,Unpaid
1431,8,B,March,2679,2654,Unpaid
1432,8,A,April,3764,2675,Unpaid
1432,8,A,May,3764,3483,Unpaid
1432,8,A,August,3764,3764,Paid
1432,8,A,September,3764,3722,Unpaid
1432,8,A,October,3764,3764,Paid
1432,8,A,November,3764,3208,Unpaid
1432,8,A,December,3764,694,Unpaid
1432,8,A,January,3764,3764,Paid
1432,8,A,February,3764,714,Unpaid
1432,8,A,March,3764,118,Unpaid
1433,8,A,April,3947,3947,Paid
1433,8,A,May,3947,3947,Paid
1433,8,A,August,3947,3947,Paid
1433,8,A,September,3947,1042,Unpaid
1433,8,A,October,3947,2630,Unpaid
1433,8,A,November,3947,399,Unpaid
1433,8,A,December,3947,3080,Unpaid
1433,8,A,January,3947,3947,Paid
1433,8,A,February,3947,626,Unpaid
1433,8,A,March,3947,2062,Unpaid
1434,8,B,April,4506,3923,Unpaid
1434,8,B,May,4506,23,Unpaid
1434,8,B,August,4506,1763,Unpaid
1434,8,B,September,4506,2260,Unpaid
1434,8,B,October,4506,455,Unpaid
1434,8,B,November,4506,4506,Paid
1434,8,B,December,4506,4506,Paid
1434,8,B,January,4506,4506,Paid
1434,8,B,February,4506,4506,Paid
1434,8,B,March,4506,4506,Paid
1435,8,B,April,2039,2039,Paid
1435,8,B,May,2039,1993,Unpaid
1435,8,B,August,2039,144,Unpaid
1435,8,B,September,2039,1397,Unpaid
1435,8,B,October,2039,2039,Paid
1435,8,B,November,2039,2039,Paid
1435,8,B,December,2039,2039,Paid
1435,8,B,January,2039,2039,Paid
1435,8,B,February,2039,1250,Unpaid
1435,8,B,March,2039,2039,Paid
1436,8,B,April,4113,3195,Unpaid
1436,8,B,May,4113,4113,Paid
1436,8,B,August,4113,3011,Unpaid
1436,8,B,September,4113,4113,Paid
1436,8,B,October,4113,393,Unpaid
1436,8,B,November,4113,2746,Unpaid
1436,8,B,December,4113,4113,Paid
1436,8,B,January,4113,1202,Unpaid
1436,8,B,February,4113,3210,Unpaid
1436,8,B,March,4113,4113,Paid
1437,8,A,April,3999,3999,Paid
1437,8,A,May,3999,2706,Unpaid
1437,8,A,August,3999,155,Unpaid
1437,8,A,September,3999,3999,Paid
1437,8,A,October,3999,2532,Unpaid
